"id","question_id","language_id","question","option_1","option_2","option_3","option_4","answer","created_at","updated_at"
de3c64aa-34df-44bd-b4e9-c0472bef71dd,bc7bdc50-acfe-4648-8488-780765ca172f,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",আলাউদ্দিন খিলজির নিম্নলিখিত জেনারেলদের মধ্যে কে যুগের রুস্তম এবং তৎকালীন নায়ক হিসাবে পরিচিত ছিলেন?,কিছুই না,গাজী মালিক,জাফর খান,মালিক কাফুর,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"81631243-d50e-483b-a666-57767d158086","762b4bd2-c622-4881-ae01-2218c2cf86e4","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4", নাদির শাহ এর শাসনামলে ভারত আক্রমণ করেছিলেন:,বাহাদুর শাহ,মুহাম্মদ শাহ,ফারুকশিয়র,শাহ আলম,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
cd368b8c-54e9-4158-9a2d-d6cb11ac0b94,"497be64f-de08-421a-87c9-0bbf52325f03","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4", কথিত কথিত মহিলাটি যিনি বিখ্যাত আইন দাতা যজ্ঞবল্ক্যের সাথে বিতর্ক করেছিলেন তিনি হলেন:,কালিন্দী,মৈত্রেয়ী,কমলা,Gargi,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"7c719d48-0a0f-4592-83a8-8f526d929a8b","709d5b73-585e-48bd-9cbf-9bcd50737de0","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",সিভিল প্রশাসনের প্রক্রিয়া চলাকালীন নিচের মধ্যে কে প্রথমে তার সাম্রাজ্যকে ইকতাসে ভাগ করেছিল?,ইলতুৎমিশ,মোহাম্মদ-বিন-তুগলক,রাজিয়ার,আইবক,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"8a11a60d-d662-4279-8a33-75e774144f4e","1997db20-5618-452d-acbb-8a2a8f5c0084","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",মহাত্মা গান্ধীর অন্যতম গুরুত্বপূর্ণ কাজ ছিল অস্পৃশ্যতা বিলোপ। এই উদ্দেশ্যেই তিনি নিখিল ভারত হরিজন সংঘ প্রতিষ্ঠা করেছিলেন,"1930","1931","1932","1928",option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
b79c4966-ab3f-41ec-a7ec-8621f4d54ac9,"591195f5-ed1d-448b-a5b1-b61d9a01da70","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",নিম্নলিখিত সাধুদের মধ্যে কে বিজাক লিখেছেন?,তুলসীদাস,কবির,গুরু অর্জুন,রামদাস,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"18dbc539-7ffb-4c3f-a630-dba4d09d3fe4","27f5286c-c979-4cf0-8ccc-7e5314456dfd","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",কবি কালিদাসের নাম উল্লেখ করা হয়েছে:,"হনুমাকান্দা শিলালিপি
",আলাপদু অনুদান,আইহোল শিলালিপি,এলাহাবাদ স্তম্ভ শিলালিপি,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
"04462fc9-d1cf-4219-85fe-f7033bdb4f2d","44a52ec4-027d-4aea-9a1e-4a53fa87b06d","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",চিতোরের রানা কুম্ভের 'বিজয়ের মিনার' নির্মাণের উপলক্ষটি কী ছিল?,বাংলার ইব্রাহিম শাহের বিরুদ্ধে তাঁর জয়,গুজরাটের আহমেদ শাহের বিরুদ্ধে তাঁর জয়,মারওয়ারের রাও যোধের বিপক্ষে তাঁর জয়, মালওয়ার মাহমুদ খালজির বিপক্ষে তার জয়,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"1182a1ce-2087-4159-967b-0fe2edfda6a5","3a2756ce-445d-44de-8f1a-304b36c82eeb","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",মৌর্য রাজবংশকে উৎখাত করে দেওয়া হয়েছিল,সমুদ্রগুপ্তের,পুষ্যমিত্র সুঙ্গা,Kanishka,হর্ষ,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"455970ea-e018-4bd0-948a-21d62510c0da","83878748-8b57-438a-8567-71d74d4dc8bf","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",নিচের কোনটি সঠিকভাবে মিলেছে?,নিউ ইন্ডিয়া - এম কে। গান্ধী,ইয়ং ইন্ডিয়া- অ্যানি বেসেন্ট,যুগান্তর - অরবিন্দ ঘোষ,কেশারি - বিজি তিলক,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"4422be24-db0f-4205-bcbc-f84432d6957a",fb3c86ec-ecfd-4fa0-a966-a924dd71f3a5,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4", কবিরের শিষ্য ছিলেন:, চৈতন্য, রামানন্দ,Vallabhacharya,শঙ্করাচার্য,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"1ca89647-c0c5-4f1c-aaca-d5eb93d25ecb","03b54374-cab2-45b7-913a-5dd12736ca4c","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",কোন ব্রিটিশ গভর্নর জেনারেল ভারতে ডাকটিকিট চালু করেছিলেন?, লর্ড উইলিয়াম বেন্টিঙ্ক,লর্ড ক্যানিং,লর্ড অকল্যান্ড,লর্ড ডালহৌসি,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"54cbf0e8-092e-45dd-84f8-d68941e0ae2e",e606e95b-943a-4bf8-98bf-934bd0895086,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",ভারতীয়রা প্রথমবারের মতো স্বাধীনতা দিবস উদযাপন করেছিল:,"26-Jan-50","1-Jan-30","15-Aug-47","26-Jan-30",option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"1ecbc4dc-c611-438c-b7b2-ea5b0a55be58","7a8b05e5-8716-4268-a60f-5568236c60e2","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4", স্বামী দয়ানন্দ সরস্বতীর আসল নাম ছিল:,গৌরী শঙ্কর,অভি শঙ্কর,মুলা শঙ্কর,দয় শঙ্কর,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
d3a40cf0-80a9-454e-8ca1-ff679eaffc44,"965cfa97-d2ed-417b-b336-574be2cb67f5","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",খিলাফত আন্দোলনের নেতৃত্বের মধ্যে কে ছিলেন?,এম এ জিন্নাহ,মহাত্মা গান্ধী,আলী ব্রাদার্স,স্যার সৈয়দ আহমেদ খান,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
"5fb7d79c-2ab9-45ff-8c40-c7bd1feefcd0","14622990-e4e7-4f1e-a28a-0a4a7858cd13","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",বৈদিক সমাজে এই শব্দটি একদল পরিবারকে বোঝাতে ব্যবহৃত হয়েছিল:,Grama,vish,gotra,জানা,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"30adc8e2-8eac-4ae5-ba1c-ea009c6f8046","4ed4767a-2249-4bce-ad4e-59a483fd3f0f","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4","১৯০৪ সালে ভি ডি সাভারকর দ্বারা সংগঠিত বিপ্লবীদের গোপনীয় সমাজটি ছিল:",সন্ধ্যা,গদর,অভিনব ভারত,যুগান্তর,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
"58fd6e2c-ab78-439c-a3ea-9aa475f3ac0a","7fffd72a-af8a-4c0b-ade4-58a2ad366c4b","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",আমাকে রক্ত ​​দাও আমি তোমাকে স্বাধীনতা দেব '। এই শব্দগুলিতে নিবিড়:,খুদিরাম বোস,সুভাষ চন্দ্র বোস,ভগত সিং,ভিডি সাভারকর,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
ed65b21d-6281-4925-b836-12a158c75d7b,"67a68916-2efc-44aa-abf7-dbd7073787f4","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",আক্রমণের ফলে দিল্লি সুলতানি কার্যত শেষ হয়েছিল:,চেঙ্গিজ খান,নাদির শাহ,বাবর,Timu,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"1b213f82-d722-4a8c-9a17-dc12c77a3ccb",b512327e-bd36-4c1f-b3ed-b94b2da2eb7b,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",যোগ দর্শনের ব্যাখ্যা:,পতঞ্জলির,গৌতম,জৈমিনি,শঙ্করাচার্য,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"74023927-9726-43ec-8b22-54a24c338ec6","06d170d9-9076-4086-b4c7-f5dd47fcb592","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",মণিমেকালাইকে তামিলের ...... হিসাবে দেখা হয়।,মহাভারতে,বাইবেল,রামায়ন,ওডিসি,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"5b15da58-326e-4af8-a63c-32456c7c34b1","910978e3-fe17-45b6-b0b3-e6d2f0f89c96","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",পুরো মার্বেল দ্বারা নির্মিত প্রথম মুঘল ভবনটি হ'ল:,আকবরের মাজার,তাজ মহল,হুমায়ুনের সমাধি,ইতমাদ-উদ-দৌলার সমাধি,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"090fbec5-c7d4-4c05-badb-9251943a17ce","49293fa5-399c-4bce-b099-be062d3f8af8","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",জাজিয়া'র শাসনামলে পুনরায় নিয়োগ করা হয়েছিল:,জাহাঙ্গীর,আওরঙ্গজেব,হুমায়ুন,আকবর,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"1ec383a0-ecdc-4abc-add7-812b4edbd805","616f69c3-54ad-44bf-8f5b-c1523014d7d8","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",কে মন্ত্রিপরিষদ মিশনের নেতৃত্বে?,লর্ড পেথিক লরেন্স,স্যার স্টাফোর্ড ক্রিপস,কিছুই না,এ ভি ভি আলেকজান্ডার,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
f90f4f34-35cb-42ff-8549-2e9ecd67aefa,c729f040-7091-4a9f-b9e4-ffdff84affb5,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",জালিয়ানওয়ালাবাগ গণহত্যার সময় ভারতের ভাইসরয় কে ছিলেন?,লর্ড ইরভিন,লর্ড কার্জন,লর্ড হার্ডিঞ্জ,লর্ড হার্ডিঞ্জ,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
ee6fc2a1-a790-4afb-8ac8-48612d5a9e03,"48289034-6d21-4ec9-9b52-4cd785999c5d","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",নিচের কোনটি রাজ্য ল্যাপসের মতবাদ দ্বারা সংযুক্ত ছিল না?,নাগপুর,ত্রিবাঙ্কুরের,সাতারা,ঝাঁসির,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"8b4bd144-e0c1-48fc-aba1-e81e5bd2d506","11301403-3312-4497-90a0-508e763b8c9b","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",কুতুব শাহী বংশের প্রতিষ্ঠাতা কে?,দ্বিতীয় ইব্রাহিম আদিল শাহ,কুলি কুতুব শাহ,আদিল শাহ,ইব্রাহিম কুতুব শাহ,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"47b19381-e904-464b-93e3-4ed9d57a95e0","546ab20c-f984-44c3-a870-94b00154734e","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",পণ্ডিত জওহরলাল নেহেরু জন্মগ্রহণ করেছিলেন ১৯ .২ সালে,"1899","1900","1914","1889",option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"51646a15-61fa-4903-88ce-411685a54a8c",c73d6699-f431-4170-ab32-ddfc87e8022d,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",দুনিয়া হ'ল Godশ্বর এবং myশ্বর হ'ল আমার আত্মা 'এতে অন্তর্ভুক্ত দর্শন:,পুরাণ,উপনিষদ,Brahamanas,বেদ,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"74694725-7df1-4f48-a6af-076d28265b17","44f1949d-f616-43b8-9f69-ef23624f6470","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",শিবজির সাথে সম্পর্কিত নয় এমন দুর্গ ,রায়গড়,Lohagarh,Torna,Javli,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"697ab4e8-c1e0-4145-8b36-566dda81c9a1",a89733aa-a197-4b9a-a636-de4782e7bba0,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",বিজয়নগর রাজ্যের প্রতিষ্ঠাতা হরিহর এবং বুক্কা এই পরামর্শের ভিত্তিতে তাদের আচরণের গতি রচনা করেছিলেন:,Vidyaranya,রামদাস,তুকারাম,তুলসীদাস,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"34db1b4b-d4db-42cb-888e-6f8885f8fb87",fbb37de1-7445-4bf5-93be-a888f6f61af9,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",অসহযোগ আন্দোলনটি এর দ্বারা একত্রিত হয়েছিল:,দাদাভাল নওরোজি,মহাত্মা গান্ধী,জওহরলাল নেহরু,চিত্তরঞ্জন দাশ,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"3f87a159-5864-4832-a7b8-bb50ac0078a2","77905f3b-435b-4d7b-a4cd-680598299f5f","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",জৈন ধর্ম দুটি বিভাগে বিভক্ত ছিল যা হিসাবে পরিচিত,অজিভিকা ও নায়া ভাইকেসিকা,মহাযান ও হিনায়না,কপালিকা ও কালামুখ, স্বেতম্বর ও দিগম্বর,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
b5567dc7-cd21-44df-8d37-399979fd9fac,ff860f1d-e5a6-4506-9479-ce654da13432,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4","1774 সালে বাংলার নীচের কোন রাজ্যপাল আত্মহত্যা করেছিলেন?",কিছুই না,ওয়ারেন হেস্টিংস,রবার্ট ক্লাইভ,কারটিয়ের,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
"43910ecd-512a-4afa-ad39-30e00315c227",f85d553b-e5ca-4c7c-80c1-68e7b7e3018c,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",সুভাষচন্দ্র বসু আইএনসি-র রাষ্ট্রপতি পদ থেকে পদত্যাগ করলে তাঁর জায়গায় কে নিয়োগ পেয়েছিলেন?,রাজেন্দ্র প্রসাদ,আবুল কালাম আজাদ,সি রাজগোপালাচারী,পট্টভী সীতারামিয়া,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"520cfa36-f03d-4888-9d51-f67149b80cc2","60e5b1fb-4acc-46ff-94b4-2855d0a9ba3a","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",আকবরের ভূমি রাজস্ব ব্যবস্থাটি পরিচিত ছিল:,টডরমাল এর রাজস্ব ব্যবস্থা,এই সবগুলু,ব্যান্ডোবাস্ট সিস্টেম,জাবতি ব্যবস্থা,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
daf53e76-ab5e-47ed-b882-6551006f7038,ef230366-3d75-4fb7-949b-42223a5b0506,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4","তাঁর সীমাহীন উদারতার জন্য, নিম্নলিখিত সুলতানদের মধ্যে কে সেই সময়কার লেখকগণকে 'লক্ষ লক্ষ' বা লক্ষ দানকারী উপাধি দিয়েছিলেন?",কুতুবউদ্দিন আইবাক,বলবন,বলবন,নাসিরউদ্দিন মাহমুদ,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
e7badfa8-870f-4c80-865b-d693eaeefc25,"8bc39bf4-0fb1-4bf7-ade3-67b62495a39e","6c480209-4b6c-4cd2-a982-e37836c300cf",The worlds largest lake is :,Black Sea,Lake Superior, Caspian Sea, Lake Victoria,option_3,2020-08-12 17:28:20,2020-08-12 17:28:20
b850b8fe-94f9-434e-aab4-039ce9cbc1d2,ae8ccf70-524d-4dc3-b77c-7c76681adfaf,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4","নিচের কোনটি ফেডারেশন অফ ইন্ডিয়ান চেম্বারস, কমার্স অ্যান্ড ইন্ডাস্ট্রিজ (এফআইসিসিআই) গঠনের সাথে যুক্ত ছিলেন?",জিডি বিড়লা,দুজনেই,তাদের মধ্যে কেউ না,ঠাকুরদাস,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"8e3f87bb-afa1-4433-a591-93ba4af092e5",ff4c0fbd-aa99-4d47-8429-2dd011a26f11,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",পেইন্টেড গ্রে ওয়ার (পিজিডাব্লু) এর অন্তর্ভুক্ত:,নিওলিথিক যুগ,কিছুই না,হরপ্পান সভ্যতা,বৈদিক যুগ,option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"9ca400fa-35bc-47e4-b657-f153ec6e51a9","8d4602b8-d967-4400-ae67-084b45968bf1","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",সিপাহীরা ১৮ 185ys সালে প্রকাশ্যে বিদ্রোহ করেছিল:,কানপুর,ব্রহ্মপুর,মিরাট,Banackpore,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
"9ec478a1-fe5e-41d6-968b-9267585e0226","9ba84609-2689-4980-b7d2-0c99f718cba4","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4", অশোক এক বৃদ্ধ বৌদ্ধ ভিক্ষু দ্বারা অনেক প্রভাবিত ছিলেন:,Upagupta,Vasubandhu,Asvaghosha,Ambhi,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"5eb61b0a-8042-404c-a99b-0db93f7fac2e","7d76ff38-8894-4562-8667-378c2778d17f","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",বার্মা ভারত থেকে পৃথক হয়েছিল:,"1941","1939","1937","1935",option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
ac40c801-7eec-4a99-8a0b-e5b7008ef18c,"1de311da-1fe0-4b6b-b35b-4280675e5ba0","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4","১৩ ই এপ্রিল কোন বছরের গুরু গোবিন্দ সিং খলস প্রতিষ্ঠা করেন?","1650","1750","1799","1699",option_4,2020-08-12 17:27:29,2020-08-12 17:27:29
"8b326caf-1447-4126-b40b-6002073012cc","2ec4fd07-aa52-4841-ab55-106e5531b003","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",ব্যর্থতার পরে ভারত ত্যাগ আন্দোলন শুরু হয়েছিল:,ক্রিপস এর প্রস্তাব,কিছুই না,সাইমন সুপারিশ,মন্ত্রিপরিষদ মিশন,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"298172a2-af86-459c-b68e-8100c4e820bb","9154cff5-8ed8-4ddf-bd8e-75cdf00c48f5","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",'জয় জাওয়ান জয় কিসান' স্লোগানটি কে তৈরি করেছিলেন? ,মহাত্মা গান্ধী,সরদার প্যাটেল,লাল বাহাদুর স্লিয়াস্ত্রি,জওহরলাল নেহরু,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
fc6775be-7f24-400e-8381-10aa93609bae,ba201398-aa55-4f97-aeb2-b6a58d670de2,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",নিচের কোনটি হ'ল মহাত্মা গান্ধী প্রতিষ্ঠা করেননি?,ফিনিক্স আশ্রম,সেবাগ্রাম আশ্রম,বিশ্ব ভারতী,সাবরমতি আশ্রম,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
d80ccfe8-29f3-44de-87db-20b1077152e4,bde868e9-70f3-4590-8270-a8a4385bc2df,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",জালিয়ানওয়ালাবাগ হত্যাযজ্ঞটি ঘটেছিল:,"14-Aug-20","13-Apr-19","3-Jul-30","30-Jan-18",option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"2c7fa051-8db4-4213-8db1-224b9980ff9c",ab31dceb-587a-4a75-86e8-8d3deeb212bb,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4", ১৯৪ 1947 সালের ২০ শে ফেব্রুয়ারি ব্রিটিশ প্রধানমন্ত্রী ক্লেমেন্ট অ্যাটলি ভারতের স্বাধীনতা দেওয়ার জন্য কোন সময়সীমা ঘোষণা করেছিলেন?,"জুন, 1948","আগস্ট, 1947","জুন, 1947","আগস্ট, 1945",option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"71e088ae-3f3b-48c7-8a47-db36ba4ae8ea",b730a15a-4de7-4ed8-9d5a-ec6db6c46710,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",বাংলার প্রাচীন নাম ছিল:,Vatsa,গৌড়," কামরূপ
",মৎস্য,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
d6a3315a-5bb0-4ead-862b-2e0a7dab4c01,"5422c8c6-b3a5-489c-8257-d30f70940dcf","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",বাণিজ্যে ইস্ট ইন্ডিয়া কোম্পানির একচেটিয়া কবে ব্রিটিশ মুকুট নিয়ন্ত্রণে আনা হয়েছিল?,"1784 খ্রি","1793 খ্রি","1773 খ্রি","1813 খ্রি",option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
"1927c614-48a5-4f49-93e1-8956bc1ca2f2",acaf567f-3515-4c12-8209-525e4860aba4,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",নিচের কোনটি ত্রিপিটকসের (তিনটি ঝুড়ি) অংশ ছিল না?,Jatakas,Abhidhamma,বিনয়,Sutta,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"3df779d4-4bde-448c-8152-e5d4d90c573d","8995d69c-7481-421b-a285-a4f78f4f1349","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",আরব সাগর এবং বঙ্গোপসাগরের মধ্যবর্তী স্থানটি কে জিততে পারে বলে জানা যায়?,বিন্দুসার,বিক্রমাদিত্য,Ajatashatru,Kanishka,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"75fcc772-134f-40d1-af8e-8e49cb0f3c6d","845eac09-884d-4693-afea-328e6fe06900","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4","কৃষ্ণদেব রায় একটি বিখ্যাত রচনা লিখেছিলেন, নাম আমুকত্মলয়দা",তেলুগু,কন্নড,তামিল,মালায়ালম,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
f7fddeaf-ae81-4362-b4ef-a1b468b6e859,"887f6344-2e77-4e5c-bce8-f473f84a0234","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",ব্রিটিশ পার্লামেন্টের সদস্য হওয়া প্রথম ভারতীয় কে?,দাদাভাই নওরোজি,ডব্লিউসি ব্যানার্জি,বদরুদ্দিন তিয়াবজি,ডি ওয়াচা,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"037e9615-e4b9-4ea4-a08e-74c8b824f09d","01b631b0-7178-4675-aa7f-4e61d46070c6","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",নিচের মধ্যে কে প্রথম মুঘল সম্রাট যিনি ব্রিটিশদের ভারতের সাথে বাণিজ্য সংযোগ স্থাপনের অনুমতি দিয়েছিলেন?,জাহাঙ্গীর,আকবর,আওরঙ্গজেব,শাহজাহান,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
c1890d03-618e-4ab4-bdfd-9d3c3733d7c1,a37c7304-5d57-4ac9-b809-9c0265ca48c2,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",সিন্ধু উপত্যকার জনগণের সাথে বাণিজ্যিক সম্পর্ক ছিল:,মেসোপটেমিয়া,সিংহল,মিশর,গ্রীস,option_1,2020-08-12 17:27:29,2020-08-12 17:27:29
"6bb60a1f-bd87-4821-82c1-fe7225f47c37",e767094c-3af2-4f41-8688-d56529d18f81,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",শ্রীমাদ ভাগবত গীতা রয়েছে:, ১৮ টি অধ্যায় এবং Sanskrit০০ সংস্কৃত দম্পতি (শ্লোকাস), ১৪ টি অধ্যায় এবং Sanskrit০০ সংস্কৃত দম্পতি (শ্লোকস),"১ 16 টি অধ্যায় এবং 50৫০ সংস্কৃত দম্পতি (শ্লোকস)",কিছুই না,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
"3df2059b-4af3-4048-9ba0-89fbd82a2503",afaba75f-748a-4017-9e69-905c75490a89,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",গান্ধার বিদ্যালয়ের ভাস্কর্যগুলি এর প্রভাব প্রতিফলিত করে:,পারস্যদেশনিবাসীগণ,চীনা,গ্রীক,রোমানরা,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
"8ef705e3-f9e7-46ac-99ee-8e5919446838",b1c70c69-5ccc-4759-b662-835a283ff44e,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",'ডিভাইড অ্যান্ড রুল' এর কৌশল গৃহীত হয়েছিল:,লর্ড কার্জন,লর্ড মিন্টো,(ক) এবং (সি) উভয়ই,লর্ড ওয়েলেসলি,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
b5b2184a-219f-47b4-b648-5efc8538e7a2,"27fa7d85-ec1d-4dab-83f0-0b9221258e0a","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",নিচের কোন মৌর্য সম্রাট তাঁর সিংহাসন ত্যাগ করে দক্ষিণে জৈন তপস্যা হিসাবে বসবাসের উদ্দেশ্যে যাত্রা করেছিলেন?,বিন্দুসার,Dasaratha,চন্দ্রগুপ্ত মৌর্য,অশোক,option_3,2020-08-12 17:27:29,2020-08-12 17:27:29
"456dff2e-6ca1-4d7b-aa71-52f2dd42e932",ff711467-e17f-458b-aa0b-9a3075f0b53c,"5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",দ্বিতীয় রাউন্ড টেবিল সম্মেলনের সময় ব্রিটিশ প্রধানমন্ত্রী কে ছিলেন?,ক্লিমেন্ট অ্যাটলি,র‌্যামসে ম্যাকডোনাল্ড,কিছুই না,নেভিল চেম্বারলাইন,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"2a7ccbac-d9f0-499b-820d-b0bd66c6a158","436232fd-a0c7-4fa8-8b12-537c3b3a2b1b","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4","নিভি, পরিধান ও অধিবাস হলেন:","আর্য রাজাদের সরকারী আধিকারিকরা
",আর্যদের বিভিন্ন ধরণের পোশাক,প্রাচীন ভারতীয়দের বাদ্যযন্ত্র,প্রাচীন ভারতের আদিবাসী মানুষ,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
"18eed993-cca6-4920-8afb-1f2c207b112d","9c71d42a-7008-4225-8468-e1ed1f737ffe","5c53713a-cc07-4c34-b1d2-2ac6a465e8c4",তৃতীয় কার্নেটিক যুদ্ধ এর চুক্তির মাধ্যমে শেষ হয়েছিল:,Bassein,প্যারিস,"এর মধ্যে Aix-la-Chapelle,",পায়ের গুল বা ডিম সংক্রান্ত,option_2,2020-08-12 17:27:29,2020-08-12 17:27:29
